"Id","TLDebit__c","TLCredit__c","c2g__GeneralLedgerAccount__c","CreatedDate","c2g__LineDescription__c","c2g__GeneralLedgerAccount__r.c2g__ReportingCode__c","c2g__Transaction__r.Id","c2g__Transaction__r.c2g__TransactionDate__c","c2g__Transaction__r.CreatedBy.Name","c2g__Transaction__r.c2g__DocumentDescription__c","c2g__Transaction__r.c2g__DocumentNumber__c","c2g__Transaction__r.c2g__Account__c","c2g__Transaction__r.c2g__Account__r.Type","c2g__Transaction__r.c2g__Period__r.c2g__PeriodNumber__c","c2g__Transaction__r.c2g__SalesInvoice__c"
"a3h24000000HgrOAAS","9649.15","0.0","a2l24000000UA1RAAW","2017-08-28T13:51:34.000Z","MI Val. Iliquid S1 Vencimento","63201","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrPAAS","861.0","0.0","a2l24000000UA1UAAW","2017-08-28T13:51:34.000Z","MI Val. Iliquid S30 Sub almoço","63204","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrQAAS","345.12","0.0","a2l24000000U9xaAAC","2017-08-28T13:51:34.000Z","MI Val. Iliquid S75 Duod. Sub férias","2722203","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrRAAS","345.12","0.0","a2l24000000U9xYAAS","2017-08-28T13:51:34.000Z","MI Val. Iliquid S76 Duod. Sub natal","2722201","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrSAAS","0.0","2073.0","a2l24000000U9w4AAC","2017-08-28T13:51:34.000Z","MI TG Valor IRS + S105 +S108 + S109","2421","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrTAAS","0.0","1170.88","a2l24000000U9xFAAS","2017-08-28T13:51:34.000Z","MI TS Taxa Soc. N","2451","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrUAAS","0.0","1233.42","a2l24000000U9vtAAC","2017-08-28T13:51:34.000Z","MTB Transferência ao colaborador","2312","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrVAAS","0.0","1147.42","a2l24000000U9vtAAC","2017-08-28T13:51:34.000Z","MTB Transferência ao colaborador","2312","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrWAAS","0.0","1186.42","a2l24000000U9vtAAC","2017-08-28T13:51:34.000Z","MTB Transferência ao colaborador","2312","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrXAAS","0.0","2140.65","a2l24000000U9vtAAC","2017-08-28T13:51:34.000Z","MTB Transferência ao colaborador","2312","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrYAAS","0.0","1083.0","a2l24000000U9vtAAC","2017-08-28T13:51:34.000Z","MTB Transferência ao colaborador","2312","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrZAAS","0.0","819.02","a2l24000000U9vtAAC","2017-08-28T13:51:34.000Z","MTB Transferência ao colaborador","2312","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgraAAC","0.0","346.58","a2l24000000U9vtAAC","2017-08-28T13:51:34.000Z","MTB Transferência ao colaborador","2312","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrbAAC","89.27","0.0","a2l24000000U9yjAAC","2017-08-28T13:51:34.000Z","MI TG F.C.T","415401","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrcAAC","7.26","0.0","a2l24000000UA1gAAG","2017-08-28T13:51:34.000Z","MI TG FGCT","63513","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrdAAC","0.0","96.53","a2l24000000U9xHAAS","2017-08-28T13:51:34.000Z","(MI TG F.C.T + MI TG FGCT)","248","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgreAAC","81.98","0.0","a2l24000000U9xbAAC","2017-08-28T13:51:34.000Z","MI S75 Tx. Soc. E.","2722204","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrfAAC","81.95","0.0","a2l24000000U9xZAAS","2017-08-28T13:51:34.000Z","MI S76 Tx. Soc. E.","2722202","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrgAAC","2364.13","0.0","a2l24000000UA1fAAG","2017-08-28T13:51:34.000Z","(2722204+2722202+2451)*-1","63512","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HgrhAAC","0.0","2528.06","a2l24000000U9xFAAS","2017-08-28T13:51:34.000Z","MI TS Tx Soc E.","2451","a3i2400000057dFAAQ","2017-04-21","Célia Pedro","Salários - 2017/004","JNL008218","","","004",""
"a3h24000000HiREAA0","146.41","0.0","a2l24000000UA1eAAG","2017-09-04T17:53:30.000Z","MI Val.Liq + Tx Soc. E.","63511","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRFAA0","0.0","146.41","a2l24000000U9xFAAS","2017-09-04T17:53:30.000Z","MI Val.Liq + Tx Soc. E.","2451","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRGAA0","14302.26","0.0","a2l24000000UA1RAAW","2017-09-04T17:53:30.000Z","MI Val. Iliquid S1 Vencimento","63201","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRHAA0","1358.0","0.0","a2l24000000UA1UAAW","2017-09-04T17:53:30.000Z","MI Val. Iliquid S30 Sub almoço","63204","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRIAA0","595.93","0.0","a2l24000000U9xaAAC","2017-09-04T17:53:30.000Z","MI Val. Iliquid S75","2722203","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRJAA0","595.93","0.0","a2l24000000U9xYAAS","2017-09-04T17:53:30.000Z","MI Val. Iliquid S76","2722201","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRKAA0","0.0","3254.0","a2l24000000U9w4AAC","2017-09-04T17:53:30.000Z","MI TG Valor IRS + S105 +S108 + S109","2421","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRLAA0","0.0","1757.27","a2l24000000U9xFAAS","2017-09-04T17:53:30.000Z","MI TS Taxa Soc. N","2451","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRMAA0","0.0","1233.42","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRNAA0","0.0","1147.42","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiROAA0","0.0","1186.42","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRPAA0","0.0","2140.65","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRQAA0","0.0","1083.0","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRRAA0","0.0","1436.83","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRSAA0","0.0","1290.17","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRTAA0","0.0","1016.58","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRUAA0","0.0","1306.36","a2l24000000U9vtAAC","2017-09-04T17:53:30.000Z","MTB Transferência ao colaborador","2312","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRVAA0","132.32","0.0","a2l24000000U9yjAAC","2017-09-04T17:53:30.000Z","MI TG F.C.T","415401","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRWAA0","10.74","0.0","a2l24000000UA1gAAG","2017-09-04T17:53:30.000Z","MI TG FGCT","63513","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRXAA0","0.0","143.06","a2l24000000U9xHAAS","2017-09-04T17:53:30.000Z","(MI TG F.C.T + MI TG FGCT)","248","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRYAA0","141.53","0.0","a2l24000000U9xbAAC","2017-09-04T17:53:30.000Z","(2722203*0,2375)","2722204","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRZAA0","141.53","0.0","a2l24000000U9xZAAS","2017-09-04T17:53:30.000Z","(2722201*0,2375)","2722202","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRaAAK","3511.07","0.0","a2l24000000UA1fAAG","2017-09-04T17:53:30.000Z","(2722204+2722202+2451)*-1","63512","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000HiRbAAK","0.0","3794.13","a2l24000000U9xFAAS","2017-09-04T17:53:30.000Z","MI TS Tx Soc E.","2451","a3i2400000058E6AAI","2017-08-24","Célia Pedro","Salários - 2017/008","JNL008326","","","008",""
"a3h24000000DxwMAAS","146.41","0.0","a2l24000000UA1eAAG","2017-10-02T16:13:13.000Z","MI Val.Liq + Tx Soc. E.","63511","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwNAAS","0.0","146.41","a2l24000000U9xFAAS","2017-10-02T16:13:13.000Z","MI Val.Liq + Tx Soc. E.","2451","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwOAAS","15321.58","0.0","a2l24000000UA1RAAW","2017-10-02T16:13:13.000Z","MI Val. Iliquid S1 Vencimento","63201","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwPAAS","1421.0","0.0","a2l24000000UA1UAAW","2017-10-02T16:13:13.000Z","MI Val. Iliquid S30 Sub almoço","63204","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwQAAS","625.1","0.0","a2l24000000U9xaAAC","2017-10-02T16:13:13.000Z","MI Val. Iliquid S75","2722203","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwRAAS","625.1","0.0","a2l24000000U9xYAAS","2017-10-02T16:13:13.000Z","MI Val. Iliquid S76","2722201","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwSAAS","0.0","3511.0","a2l24000000U9w4AAC","2017-10-02T16:13:13.000Z","MI TG Valor IRS + S105 +S108 + S109","2421","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwTAAS","0.0","1878.26","a2l24000000U9xFAAS","2017-10-02T16:13:13.000Z","MI TS Taxa Soc. N","2451","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwUAAS","0.0","1301.83","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwVAAS","0.0","1208.83","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwWAAS","0.0","1250.83","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwXAAS","0.0","2140.65","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwYAAS","0.0","1083.0","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwZAAS","0.0","1436.83","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwaAAC","0.0","1290.17","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwbAAC","0.0","1016.58","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwcAAC","0.0","1557.57","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwdAAC","141.73","0.0","a2l24000000U9yjAAC","2017-10-02T16:13:13.000Z","MI TG F.C.T","415401","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxweAAC","11.49","0.0","a2l24000000UA1gAAG","2017-10-02T16:13:13.000Z","MI TG FGCT","63513","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwfAAC","0.0","153.22","a2l24000000U9xHAAS","2017-10-02T16:13:13.000Z","(MI TG F.C.T + MI TG FGCT)","248","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwgAAC","148.46","0.0","a2l24000000U9xbAAC","2017-10-02T16:13:13.000Z","(2722203*0,2375)","2722204","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwhAAC","148.46","0.0","a2l24000000U9xZAAS","2017-10-02T16:13:13.000Z","(2722201*0,2375)","2722202","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwiAAC","3758.44","0.0","a2l24000000UA1fAAG","2017-10-02T16:13:13.000Z","(2722204+2722202+2451)*-1","63512","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwjAAC","0.0","4055.36","a2l24000000U9xFAAS","2017-10-02T16:13:13.000Z","MI TS Tx Soc E.","2451","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000DxwkAAC","0.0","317.23","a2l24000000U9vtAAC","2017-10-02T16:13:13.000Z","MTB Transferência ao colaborador","2312","a3i24000000M5ZQAA0","2017-09-22","Célia Pedro","Salários - 2017/009","JNL068101","","","009",""
"a3h24000000E4FpAAK","146.41","0.0","a2l24000000UA1eAAG","2017-10-23T17:13:34.000Z","MI Val.Liq + Tx Soc. E.","63511","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FqAAK","0.0","146.41","a2l24000000U9xFAAS","2017-10-23T17:13:34.000Z","-(MI Val.Liq + Tx Soc. E.)","2451","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FrAAK","19758.29","0.0","a2l24000000UA1RAAW","2017-10-23T17:13:34.000Z","MI Val. Iliquid S1 Vencimento","63201","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FsAAK","1820.0","0.0","a2l24000000UA1UAAW","2017-10-23T17:13:34.000Z","MI Val. Iliquid S30 Sub almoço","63204","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FtAAK","824.73","0.0","a2l24000000U9xaAAC","2017-10-23T17:13:34.000Z","MI Val. Iliquid S75","2722203","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FuAAK","824.73","0.0","a2l24000000U9xYAAS","2017-10-23T17:13:34.000Z","MI Val. Iliquid S76","2722201","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FvAAK","0.0","4671.0","a2l24000000U9w4AAC","2017-10-23T17:13:34.000Z","-(MI TG Valor IRS + S105 +S108 + S109)","2421","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FwAAK","0.0","2425.77","a2l24000000U9xFAAS","2017-10-23T17:13:34.000Z","-(MI TS Taxa Soc. N)","2451","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FxAAK","0.0","1208.83","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FyAAK","0.0","1208.83","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4FzAAK","0.0","1250.83","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G0AAK","0.0","2140.65","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G1AAK","0.0","1083.0","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G2AAK","0.0","1436.83","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G3AAK","0.0","1290.17","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G4AAK","0.0","1016.58","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G5AAK","0.0","1557.57","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G6AAK","182.77","0.0","a2l24000000U9yjAAC","2017-10-23T17:13:34.000Z","MI TG F.C.T","415401","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G7AAK","14.81","0.0","a2l24000000UA1gAAG","2017-10-23T17:13:34.000Z","MI TG FGCT","63513","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G8AAK","0.0","197.58","a2l24000000U9xHAAS","2017-10-23T17:13:34.000Z","-(MI TG F.C.T + MI TG FGCT)","248","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4G9AAK","195.87","0.0","a2l24000000U9xbAAC","2017-10-23T17:13:34.000Z","(2722203*0,2375)","2722204","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4GAAA0","195.87","0.0","a2l24000000U9xZAAS","2017-10-23T17:13:34.000Z","(2722201*0,2375)","2722202","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4GBAA0","4845.74","0.0","a2l24000000UA1fAAG","2017-10-23T17:13:34.000Z","(2722204+2722202+2451)*-1","63512","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4GCAA0","0.0","5237.48","a2l24000000U9xFAAS","2017-10-23T17:13:34.000Z","-(MI TS Tx Soc E.)","2451","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4GDAA0","0.0","1328.17","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4GEAA0","0.0","1281.35","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
"a3h24000000E4GFAA0","0.0","1328.17","a2l24000000U9vtAAC","2017-10-23T17:13:34.000Z","-(MTB Transferência ao colaborador)","2312","a3i24000000M8ZvAAK","2017-10-23","Célia Pedro","Salários - 2017/010","JNL068617","","","010",""
